2653	4		
-26.867	1	1.14E+02	0.25
-26.857	1	7.31E+01	0.25
-26.847	1	1.13E+02	0.25
-26.837	1	5.24E+01	0.25
-26.827	1	3.34E+00	0.25
-26.817	1	2.89E-02	0.25
-26.807	1	3.37E-05	0.25
-26.797	1	5.33E-09	0.25
-26.787	1	1.14E-13	0.25
-26.777	1	3.31E-19	0.25
-26.767	1	1.30E-25	0.25
-26.757	1	6.87E-33	0.25
-26.747	1	4.93E-41	0.25
-26.737	1	4.79E-50	0.25
-26.727	1	6.30E-60	0.25
-26.717	1	1.12E-70	0.25
-26.707	1	2.83E-82	0.25
-26.697	1	1.25E-83	0.25
-26.687	1	1.25E-83	0.25
-26.677	1	1.25E-83	0.25
-26.667	1	1.25E-83	0.25
-26.657	1	1.25E-83	0.25
-26.647	1	1.25E-83	0.25
-26.637	1	1.25E-83	0.25
-26.627	1	1.25E-83	0.25
-26.617	1	1.25E-83	0.25
-26.607	1	1.25E-83	0.25
-26.597	1	1.25E-83	0.25
-26.587	1	1.25E-83	0.25
-26.577	1	1.25E-83	0.25
-26.567	1	1.25E-83	0.25
-26.557	1	1.25E-83	0.25
-26.547	1	1.25E-83	0.25
-26.537	1	1.25E-83	0.25
-26.527	1	1.25E-83	0.25
-26.517	1	1.25E-83	0.25
-26.507	1	1.25E-83	0.25
-26.497	1	1.25E-83	0.25
-26.487	1	1.25E-83	0.25
-26.477	1	1.25E-83	0.25
-26.467	1	1.25E-83	0.25
-26.457	1	1.25E-83	0.25
-26.447	1	1.25E-83	0.25
-26.437	1	1.25E-83	0.25
-26.427	1	1.25E-83	0.25
-26.417	1	1.25E-83	0.25
-26.407	1	1.25E-83	0.25
-26.397	1	1.25E-83	0.25
-26.387	1	1.25E-83	0.25
-26.377	1	1.25E-83	0.25
-26.367	1	1.25E-83	0.25
-26.357	1	1.25E-83	0.25
-26.347	1	1.25E-83	0.25
-26.337	1	1.25E-83	0.25
-26.327	1	1.25E-83	0.25
-26.317	1	1.25E-83	0.25
-26.307	1	1.25E-83	0.25
-26.297	1	1.25E-83	0.25
-26.287	1	1.25E-83	0.25
-26.277	1	1.25E-83	0.25
-26.267	1	1.25E-83	0.25
-26.257	1	1.25E-83	0.25
-26.247	1	1.25E-83	0.25
-26.237	1	1.25E-83	0.25
-26.227	1	1.25E-83	0.25
-26.217	1	1.25E-83	0.25
-26.207	1	1.25E-83	0.25
-26.197	1	1.25E-83	0.25
-26.187	1	1.25E-83	0.25
-26.177	1	1.25E-83	0.25
-26.167	1	1.25E-83	0.25
-26.157	1	1.25E-83	0.25
-26.147	1	1.25E-83	0.25
-26.137	1	1.25E-83	0.25
-26.127	1	1.25E-83	0.25
-26.117	1	1.25E-83	0.25
-26.107	1	1.25E-83	0.25
-26.097	1	1.25E-83	0.25
-26.087	1	1.25E-83	0.25
-26.077	1	1.25E-83	0.25
-26.067	1	1.25E-83	0.25
-26.057	1	1.25E-83	0.25
-26.047	1	1.25E-83	0.25
-26.037	1	1.25E-83	0.25
-26.027	1	1.25E-83	0.25
-26.017	1	1.25E-83	0.25
-26.007	1	1.25E-83	0.25
-25.997	1	1.25E-83	0.25
-25.987	1	1.25E-83	0.25
-25.977	1	1.25E-83	0.25
-25.967	1	1.25E-83	0.25
-25.957	1	1.25E-83	0.25
-25.947	1	1.25E-83	0.25
-25.937	1	1.25E-83	0.25
-25.927	1	1.25E-83	0.25
-25.917	1	1.52E-83	0.25
-25.907	1	1.62E-72	0.25
-25.897	1	1.26E-61	0.25
-25.887	1	1.33E-51	0.25
-25.877	1	1.90E-42	0.25
-25.867	1	3.67E-34	0.25
-25.857	1	9.60E-27	0.25
-25.847	1	3.40E-20	0.25
-25.837	1	1.63E-14	0.25
-25.827	1	1.05E-09	0.25
-25.817	1	9.24E-06	0.25
-25.807	1	1.10E-02	0.25
-25.797	1	1.76E+00	0.25
-25.787	1	3.83E+01	0.25
-25.777	1	1.13E+02	0.25
-25.767	1	4.49E+01	0.25
-25.757	1	2.42E+00	0.25
-25.747	1	1.76E-02	0.25
-25.737	1	1.74E-05	0.25
-25.727	1	2.32E-09	0.25
-25.717	1	4.20E-14	0.25
-25.707	1	1.03E-19	0.25
-25.697	1	3.40E-26	0.25
-25.687	1	1.52E-33	0.25
-25.677	1	9.24E-42	0.25
-25.667	1	7.58E-51	0.25
-25.657	1	8.42E-61	0.25
-25.647	1	1.27E-71	0.25
-25.637	1	3.81E-83	0.25
-25.627	1	1.25E-83	0.25
-25.617	1	1.25E-83	0.25
-25.607	1	1.25E-83	0.25
-25.597	1	1.25E-83	0.25
-25.587	1	1.25E-83	0.25
-25.577	1	1.25E-83	0.25
-25.567	1	1.25E-83	0.25
-25.557	1	1.25E-83	0.25
-25.547	1	1.25E-83	0.25
-25.537	1	1.25E-83	0.25
-25.527	1	1.25E-83	0.25
-25.517	1	1.25E-83	0.25
-25.507	1	1.25E-83	0.25
-25.497	1	1.25E-83	0.25
-25.487	1	1.25E-83	0.25
-25.477	1	1.25E-83	0.25
-25.467	1	1.25E-83	0.25
-25.457	1	1.25E-83	0.25
-25.447	1	1.25E-83	0.25
-25.437	1	1.25E-83	0.25
-25.427	1	1.25E-83	0.25
-25.417	1	1.25E-83	0.25
-25.407	1	1.25E-83	0.25
-25.397	1	1.25E-83	0.25
-25.387	1	1.25E-83	0.25
-25.377	1	1.25E-83	0.25
-25.367	1	1.25E-83	0.25
-25.357	1	1.25E-83	0.25
-25.347	1	1.25E-83	0.25
-25.337	1	1.25E-83	0.25
-25.327	1	1.25E-83	0.25
-25.317	1	1.25E-83	0.25
-25.307	1	1.25E-83	0.25
-25.297	1	1.25E-83	0.25
-25.287	1	1.25E-83	0.25
-25.277	1	1.25E-83	0.25
-25.267	1	1.25E-83	0.25
-25.257	1	1.25E-83	0.25
-25.247	1	1.25E-83	0.25
-25.237	1	1.25E-83	0.25
-25.227	1	1.25E-83	0.25
-25.217	1	1.25E-83	0.25
-25.207	1	1.25E-83	0.25
-25.197	1	1.25E-83	0.25
-25.187	1	1.25E-83	0.25
-25.177	1	1.25E-83	0.25
-25.167	1	1.25E-83	0.25
-25.157	1	1.25E-83	0.25
-25.147	1	1.25E-83	0.25
-25.137	1	1.25E-83	0.25
-25.127	1	1.25E-83	0.25
