80	4		
-26.8674	2	0.036749	1.360569
-26.8462	2	0.036749	1.360569
-25.777	2	0.036749	1.360569
-23.6996	2	0.036749	1.360569
-21.5883	2	0.036749	1.360569
-21.5507	2	0.036749	1.360569
-21.2595	2	0.036749	1.360569
-19.9834	2	0.036749	1.360569
-19.3956	2	0.036749	1.360569
-18.9131	2	0.036749	1.360569
-18.8825	2	0.036749	1.360569
-18.7559	2	0.036749	1.360569
-18.6465	2	0.036749	1.360569
-18.2129	2	0.036749	1.360569
-17.21	2	0.036749	1.360569
-17.1899	2	0.036749	1.360569
-16.6922	2	0.036749	1.360569
-15.9681	2	0.036749	1.360569
-15.285	2	0.036749	1.360569
-15.103	2	0.036749	1.360569
-15.0665	2	0.036749	1.360569
-14.9514	2	0.036749	1.360569
-14.1533	2	0.036749	1.360569
-13.8643	2	0.036749	1.360569
-13.4381	2	0.036749	1.360569
-13.1521	2	0.036749	1.360569
-12.8775	2	0.036749	1.360569
-12.7942	2	0.036749	1.360569
-12.3374	2	0.036749	1.360569
-11.9941	2	0.036749	1.360569
-11.9505	2	0.036749	1.360569
-11.7529	2	0.036749	1.360569
-11.6266	2	0.036749	1.360569
-11.5031	2	0.036749	1.360569
-11.393	2	0.036749	1.360569
-11.3771	2	0.036749	1.360569
-11.0651	2	0.036749	1.360569
-10.9173	2	0.036749	1.360569
-10.7571	2	0.036749	1.360569
-10.5579	2	0.036749	1.360569
-10.4154	2	0.036749	1.360569
-10.4051	2	0.036749	1.360569
-10.3354	2	0.036749	1.360569
-10.0893	2	0.036749	1.360569
-9.9941	2	0.036749	1.360569
-9.8758	2	0.036749	1.360569
-9.75	2	0.036749	1.360569
-9.5707	2	0.036749	1.360569
-9.3898	2	0.036749	1.360569
-9.3262	2	0.036749	1.360569
-9.2459	2	0.036749	1.360569
-8.8933	2	0.036749	1.360569
-8.8359	2	0.036749	1.360569
-8.7725	2	0.036749	1.360569
-8.6563	2	0.036749	1.360569
-8.5745	2	0.036749	1.360569
-8.2581	2	0.036749	1.360569
-8.1765	2	0.036749	1.360569
-7.9505	2	0.036749	1.360569
-7.8981	2	0.036749	1.360569
-7.7635	2	0.036749	1.360569
-7.3715	2	0.036749	1.360569
-7.077	2	0.036749	1.360569
-6.6406	2	0.036749	1.360569
-6.3698	2	0.036749	1.360569
-6.0616	2	0.036749	1.360569
-5.8577	2	0.036749	1.360569
-5.8025	2	0.036749	1.360569
-5.5982	2	0.036749	1.360569
-5.5588	2	0.036749	1.360569
-3.2655	2	0.036749	1.360569
-2.6206	2	0.036749	1.360569
-1.5311	2	0.036749	1.360569
-1.4003	2	0.036749	1.360569
-1.2669	2	0.036749	1.360569
-1.2353	2	0.036749	1.360569
-0.6016	2	0.036749	1.360569
-0.5022	2	0.036749	1.360569
-0.3592	2	0.036749	1.360569
-0.3419	2	0.036749	1.360569
